texto,sentimiento,compañía
"Pésimo servicio de @PersonalPy, sin señal todo el día",negativo,@PersonalPy
Muy buen trato por parte de los técnicos de @ClaroPY,positivo,@ClaroPY
"No tuve grandes problemas con @PersonalPy, pero tampoco sorpresas",neutro,@PersonalPy
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
@PersonalPy no responde mis reclamos desde hace días,negativo,@PersonalPy
Cobertura muy deficiente la de @ClaroPY,negativo,@ClaroPY
Uso @PersonalPy solo para cosas simples y me alcanza,neutro,@PersonalPy
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
Me cambié a @ClaroPY y fue la mejor decisión,positivo,@ClaroPY
Con @PersonalPy tengo buena señal hasta en viajes largos,positivo,@PersonalPy
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
"Con @PersonalPy tengo lo que espero, nada más",neutro,@PersonalPy
Cobertura regular de @TigoParaguay en zonas rurales,neutro,@TigoParaguay
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
"@TigoParaguay podría mejorar, pero no me ha ido mal",neutro,@TigoParaguay
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
Me cambié a @ClaroPY y fue la mejor decisión,positivo,@ClaroPY
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
"Pésimo servicio de @TigoParaguay, sin señal todo el día",negativo,@TigoParaguay
Nunca más vuelvo a contratar @PersonalPy,negativo,@PersonalPy
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
No tengo quejas ni elogios por @PersonalPy,neutro,@PersonalPy
Uso @PersonalPy solo para cosas simples y me alcanza,neutro,@PersonalPy
Todo el barrio tiene problemas con @TigoParaguay,negativo,@TigoParaguay
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
"No me molesta usar @ClaroPY, pero tampoco me entusiasma",neutro,@ClaroPY
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
Gran cobertura y atención personalizada de @ClaroPY,positivo,@ClaroPY
El internet de @TigoParaguay no se cae nunca,positivo,@TigoParaguay
@ClaroPY tiene días buenos y otros no tanto,neutro,@ClaroPY
@PersonalPy tiene días buenos y otros no tanto,neutro,@PersonalPy
Todo el barrio tiene problemas con @TigoParaguay,negativo,@TigoParaguay
Cobertura muy deficiente la de @ClaroPY,negativo,@ClaroPY
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
El internet de @TigoParaguay no se cae nunca,positivo,@TigoParaguay
"Excelente servicio de @TigoParaguay, muy satisfecho",positivo,@TigoParaguay
"Algunas zonas tienen buena señal, otras no tanto con @TigoParaguay",neutro,@TigoParaguay
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
La app de @ClaroPY no sirve para nada,negativo,@ClaroPY
"Algunas zonas tienen buena señal, otras no tanto con @TigoParaguay",neutro,@TigoParaguay
Desde que contraté @ClaroPY todo es un desastre,negativo,@ClaroPY
El router que me dio @ClaroPY vive fallando,negativo,@ClaroPY
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
La app de @ClaroPY no sirve para nada,negativo,@ClaroPY
@PersonalPy tiene la mejor relación calidad-precio,positivo,@PersonalPy
@TigoParaguay me da más dolores de cabeza que soluciones,negativo,@TigoParaguay
Me quedé sin servicio de @TigoParaguay justo en una videollamada,negativo,@TigoParaguay
Estoy satisfecho con la velocidad de respuesta de @PersonalPy,positivo,@PersonalPy
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
El plan prometía mucho y @PersonalPy no cumplió nada,negativo,@PersonalPy
"Estoy considerando cambiar de proveedor, @ClaroPY no cumple",negativo,@ClaroPY
Siempre resuelven mis consultas de forma amable en @ClaroPY,positivo,@ClaroPY
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
Pude cambiar de plan fácilmente con @TigoParaguay,positivo,@TigoParaguay
Siempre resuelven mis consultas de forma amable en @ClaroPY,positivo,@ClaroPY
La señal de @TigoParaguay es inestable todo el tiempo,negativo,@TigoParaguay
La app de @TigoParaguay funciona aunque podría mejorar,neutro,@TigoParaguay
@ClaroPY da soluciones rápidas incluso en fin de semana,positivo,@ClaroPY
Las facturas de @PersonalPy siempre vienen claras y sin errores,positivo,@PersonalPy
Desde que contraté @TigoParaguay todo es un desastre,negativo,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @PersonalPy",positivo,@PersonalPy
Ningún problema con @ClaroPY en más de un año,positivo,@ClaroPY
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
"@PersonalPy tiene sus altibajos, pero no es tan mala",neutro,@PersonalPy
"Todo perfecto con @TigoParaguay, buena señal y atención",positivo,@TigoParaguay
En mi zona @PersonalPy no se destaca ni falla mucho,neutro,@PersonalPy
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
Nunca más vuelvo a contratar @ClaroPY,negativo,@ClaroPY
"No me molesta usar @ClaroPY, pero tampoco me entusiasma",neutro,@ClaroPY
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
"No me molesta usar @TigoParaguay, pero tampoco me entusiasma",neutro,@TigoParaguay
Todo funciona muy bien desde que estoy con @ClaroPY,positivo,@ClaroPY
Las promociones de @TigoParaguay son muy convenientes,positivo,@TigoParaguay
"@TigoParaguay mejora constantemente su red, lo noto cada mes",positivo,@TigoParaguay
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
"@PersonalPy podría mejorar, pero no me ha ido mal",neutro,@PersonalPy
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
"Con @PersonalPy tengo lo que espero, nada más",neutro,@PersonalPy
Cobertura muy deficiente la de @ClaroPY,negativo,@ClaroPY
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
Estoy encantado con la estabilidad de @PersonalPy,positivo,@PersonalPy
No puedo ni navegar con la lentitud de @TigoParaguay,negativo,@TigoParaguay
@PersonalPy no responde mis reclamos desde hace días,negativo,@PersonalPy
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
"Todo depende del lugar, con @PersonalPy es muy variable",neutro,@PersonalPy
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
Con @TigoParaguay no he tenido novedades importantes,neutro,@TigoParaguay
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
"@ClaroPY tiene sus altibajos, pero no es tan mala",neutro,@ClaroPY
Llevo días sin internet gracias a @TigoParaguay,negativo,@TigoParaguay
@PersonalPy es ideal para videollamadas y juegos online,positivo,@PersonalPy
"Gracias @PersonalPy, resolvieron mi problema muy rápido",positivo,@PersonalPy
Nunca más vuelvo a contratar @ClaroPY,negativo,@ClaroPY
"No me puedo quejar demasiado de @ClaroPY, es aceptable",neutro,@ClaroPY
"No puedo confiar en @ClaroPY, siempre falla",negativo,@ClaroPY
Estoy satisfecho con la velocidad de respuesta de @TigoParaguay,positivo,@TigoParaguay
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
"@ClaroPY mejora constantemente su red, lo noto cada mes",positivo,@ClaroPY
@TigoParaguay me da más dolores de cabeza que soluciones,negativo,@TigoParaguay
Todo el barrio tiene problemas con @TigoParaguay,negativo,@TigoParaguay
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
La app de @ClaroPY no sirve para nada,negativo,@ClaroPY
Nunca más vuelvo a contratar @ClaroPY,negativo,@ClaroPY
Cada vez que llamo a @TigoParaguay me dejan esperando horas,negativo,@TigoParaguay
Los cortes de servicio son frecuentes con @TigoParaguay,negativo,@TigoParaguay
Estoy encantado con la estabilidad de @ClaroPY,positivo,@ClaroPY
"Pésimo servicio de @ClaroPY, sin señal todo el día",negativo,@ClaroPY
Siempre resuelven mis consultas de forma amable en @TigoParaguay,positivo,@TigoParaguay
El precio de @PersonalPy está dentro del promedio,neutro,@PersonalPy
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
"@ClaroPY podría mejorar, pero no me ha ido mal",neutro,@ClaroPY
@TigoParaguay es ideal para videollamadas y juegos online,positivo,@TigoParaguay
No puedo ni navegar con la lentitud de @ClaroPY,negativo,@ClaroPY
Estoy satisfecho con la velocidad de respuesta de @PersonalPy,positivo,@PersonalPy
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
@PersonalPy tiene el mejor internet que he probado,positivo,@PersonalPy
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
Uso @TigoParaguay solo para cosas simples y me alcanza,neutro,@TigoParaguay
@TigoParaguay me resulta útil aunque algo limitada,neutro,@TigoParaguay
"Pésimo servicio de @TigoParaguay, sin señal todo el día",negativo,@TigoParaguay
No noto diferencia importante desde que estoy con @ClaroPY,neutro,@ClaroPY
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
"Con @PersonalPy tengo lo que espero, nada más",neutro,@PersonalPy
La atención al cliente de @TigoParaguay fue impecable,positivo,@TigoParaguay
@TigoParaguay da soluciones rápidas incluso en fin de semana,positivo,@TigoParaguay
Demasiado caro para un servicio tan malo el de @TigoParaguay,negativo,@TigoParaguay
Siempre resuelven mis consultas de forma amable en @PersonalPy,positivo,@PersonalPy
Servicio muy profesional el de @ClaroPY,positivo,@ClaroPY
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
La app de @PersonalPy no sirve para nada,negativo,@PersonalPy
Malísima atención al cliente en @TigoParaguay,negativo,@TigoParaguay
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
Nunca más vuelvo a contratar @PersonalPy,negativo,@PersonalPy
"No me puedo quejar demasiado de @TigoParaguay, es aceptable",neutro,@TigoParaguay
Pude cambiar de plan fácilmente con @PersonalPy,positivo,@PersonalPy
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
"Todo depende del lugar, con @ClaroPY es muy variable",neutro,@ClaroPY
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
"No hay mucha diferencia con otras, @ClaroPY es común",neutro,@ClaroPY
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
@TigoParaguay me da más dolores de cabeza que soluciones,negativo,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
Todo funciona muy bien desde que estoy con @ClaroPY,positivo,@ClaroPY
Decepcionado completamente con @TigoParaguay,negativo,@TigoParaguay
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
La app de @PersonalPy funciona aunque podría mejorar,neutro,@PersonalPy
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
@TigoParaguay tiene el mejor internet que he probado,positivo,@TigoParaguay
@PersonalPy tiene el mejor internet que he probado,positivo,@PersonalPy
@PersonalPy tiene días buenos y otros no tanto,neutro,@PersonalPy
@PersonalPy cumple lo justo con lo que promete,neutro,@PersonalPy
"Algunas zonas tienen buena señal, otras no tanto con @TigoParaguay",neutro,@TigoParaguay
Con @ClaroPY el internet se cae cada rato,negativo,@ClaroPY
No tengo quejas ni elogios por @PersonalPy,neutro,@PersonalPy
"No me puedo quejar demasiado de @ClaroPY, es aceptable",neutro,@ClaroPY
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
Ya hice varios reclamos a @PersonalPy y nadie responde,negativo,@PersonalPy
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
Cada mes tengo problemas con la facturación de @PersonalPy,negativo,@PersonalPy
"@TigoParaguay tiene sus altibajos, pero no es tan mala",neutro,@TigoParaguay
Cada vez que llamo a @TigoParaguay me dejan esperando horas,negativo,@TigoParaguay
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
"Gracias @PersonalPy, resolvieron mi problema muy rápido",positivo,@PersonalPy
"Gracias @TigoParaguay, resolvieron mi problema muy rápido",positivo,@TigoParaguay
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
Cada vez que llamo a @TigoParaguay me dejan esperando horas,negativo,@TigoParaguay
Con @PersonalPy no he tenido novedades importantes,neutro,@PersonalPy
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
La señal de @TigoParaguay es inestable todo el tiempo,negativo,@TigoParaguay
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
@PersonalPy tiene la mejor relación calidad-precio,positivo,@PersonalPy
@ClaroPY me resulta útil aunque algo limitada,neutro,@ClaroPY
"Pésimo servicio de @PersonalPy, sin señal todo el día",negativo,@PersonalPy
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
El router que me dio @PersonalPy vive fallando,negativo,@PersonalPy
La conexión con @TigoParaguay es aceptable en general,neutro,@TigoParaguay
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
Con @PersonalPy no he tenido novedades importantes,neutro,@PersonalPy
Mi experiencia con @ClaroPY es neutra hasta ahora,neutro,@ClaroPY
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
Nunca tienen solución para mis problemas en @PersonalPy,negativo,@PersonalPy
Pésima experiencia con el soporte técnico de @PersonalPy,negativo,@PersonalPy
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
@TigoParaguay cumple lo justo con lo que promete,neutro,@TigoParaguay
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
"Puedo usar mi celular con @PersonalPy, pero no es nada especial",neutro,@PersonalPy
"Con @PersonalPy tengo lo que espero, nada más",neutro,@PersonalPy
Ya hice varios reclamos a @PersonalPy y nadie responde,negativo,@PersonalPy
@TigoParaguay da soluciones rápidas incluso en fin de semana,positivo,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @TigoParaguay",positivo,@TigoParaguay
Ya hice varios reclamos a @PersonalPy y nadie responde,negativo,@PersonalPy
@PersonalPy cumple lo justo con lo que promete,neutro,@PersonalPy
El router que me dio @PersonalPy vive fallando,negativo,@PersonalPy
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
"@PersonalPy podría mejorar, pero no me ha ido mal",neutro,@PersonalPy
Llevo más de una semana esperando que @TigoParaguay me llame,negativo,@TigoParaguay
"Pésimo servicio de @TigoParaguay, sin señal todo el día",negativo,@TigoParaguay
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
Cada vez que llamo a @ClaroPY me dejan esperando horas,negativo,@ClaroPY
En mi zona @PersonalPy no se destaca ni falla mucho,neutro,@PersonalPy
El internet de @PersonalPy no se cae nunca,positivo,@PersonalPy
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
Con @TigoParaguay tengo buena señal hasta en viajes largos,positivo,@TigoParaguay
En mi zona @TigoParaguay funciona mejor que las demás,positivo,@TigoParaguay
Las promociones de @ClaroPY son muy convenientes,positivo,@ClaroPY
Decepcionado completamente con @ClaroPY,negativo,@ClaroPY
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
Gran cobertura y atención personalizada de @TigoParaguay,positivo,@TigoParaguay
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
"No puedo confiar en @ClaroPY, siempre falla",negativo,@ClaroPY
"No hay mucha diferencia con otras, @TigoParaguay es común",neutro,@TigoParaguay
Desde que contraté @PersonalPy todo es un desastre,negativo,@PersonalPy
